variable,years,short_desc,long_desc,sources,category,plaintext_cite,bibtex_cite,plaintext_cite2,bibtex_cite2,plaintext_cite3,bibtex_cite3,plaintext_cite4,bibtex_cite4,plaintext_cite5,bibtex_cite5
percent_Otherrace_pop,"2005-2011, 2013, 2015, 2017, 2019",Percentage population identifying as some other race.,"Percentage of the population identifying as some other race, including those identifying as some other race alone or in combination with one or more other races",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_citizen_born_us,"2005-2011, 2013, 2015, 2017, 2019",Percentage citizens born in the U.S.,"Percentage of individuals who are U.S. Citizens who were born in the U.S. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_citizen_born_prislands,"2005-2011, 2013, 2015, 2017, 2019",Percentage citizens born in PR or U.S. Islands.,"Percentage of individuals who are U.S. Citizens that were born in Puerto Rico or U.S. Islands. For the total population, see the variable ‘totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_citizen_born_abroad,"2005-2011, 2013, 2015, 2017, 2019",Percentage of citizens born abroad to American parents.,"Percentage of individuals who are U.S. Citizens that were born abroad to American parents. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_citizen_nat,"2005-2011, 2013, 2015, 2017, 2019",Percentage of naturalized citizens.,"Percentage of individuals who are U.S. Citizens through naturalization. For the total population, see the variable ‘totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_not_citizen,"2005-2011, 2013, 2015, 2017, 2019",Percentage of on-citizens.,"Percentage of individuals that are not U.S. Citizens. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_native,"2005-2011, 2013, 2015, 2017, 2019",Percent of native population.,"Percentage of individuals that are native U.S. citizens. The native population includes anyone who was a U.S. citizen at birth, including those born in the United States, Puerto Rico, American Islands, as well as those born abroad to at least one U.S. citizen parent.",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_homestate,"2005-2011, 2013, 2015, 2017, 2019",Percent born in current state of residence.,"Percentage of individuals who were born in their current state of residence. For the total population, see the variable ‘totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_otherstate,"2005-2011, 2013, 2015, 2017, 2019",Percent born in U.S. state other than current state of residence.,"Percentage of individuals who were born in a state other than their current state of residence. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_other_ne,"2005-2011, 2013, 2015, 2017, 2019",Percent born in a northeast state that is not their current state.,"Percentage of individuals born in a northeast state that is not their current state of residence. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_other_mw,"2005-2011, 2013, 2015, 2017, 2019",Percent born in a midwest state that is not their current state.,"Percentage of individuals born in a midwestern state that is not their current state of residence. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_other_south,"2005-2011, 2013, 2015, 2017, 2019",Percent born in a southern state that is not their current state.,"Percentage of individuals born in a southern state that is not their current state of residence. For the total population, see the variable ‘totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_other_west,"2005-2011, 2013, 2015, 2017, 2019",Percentborn in a western state that is not their current state.,"Percentage of individuals born in a western state that is not their current state of residence. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
percent_born_not_us,"2005-2011, 2013, 2015, 2017, 2019",Percentage of U.S. Citizens born outside the U.S.,"Percentage of individuals that are U.S. Citizens who were born outside the U.S. For the total population, see the variable 'totalpop.'",U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,demographics,U.S. Census Bureau. (2022). 2009-2019 American Community Survey 1-year Estimates. Retrieved from the Census Bureau Data API.,"@misc{acs2022,
  author = {{U.S. Census Bureau}},
  title = {2009-2019 American Community Survey 1-year Estimates},
  year = {2022},
  note = {Retrieved from the Census Bureau Data API},
}",NA,NA,NA,NA,NA,NA,NA,NA
