rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
202,83664553,36_55,retired,female,visit,bus,1_3,1.943160263,10,convinient timesaving,0,3,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
203,83664838,18_25,student,female,education,moto,4_7,0.660114005,10,convinient,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
204,83665963,26_35,state,male,work,moto,4_7,5.097790536,20,convinient timesaving,0,2,0,0,neutral,neutral,good,good,neutral,neutral,neutral
205,83668143,26_35,private,female,work,moto,4_7,1.250501968,10,convinient timesaving,0,2,0,0,neutral,neutral,neutral,good,neutral,neutral,disagree
206,83668148,18_25,student,female,education,moto,4_7,0.176705474,5,convinient,1,2,0,0,bad,bad,bad,bad,bad,bad,neutral
207,83669951,18_25,student,male,education,ebike,4_7,3.401403471,30,convinient,0,3,1,1,bad,bad,bad,bad,bad,bad,neutral
208,83672281,18_25,student,female,education,moto,4_7,2.914470122,15,convinient,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
209,83673818,18_25,student,female,education,bike,4_7,0.99380349,10,convinient,0,1,1,1,verybad,verybad,verybad,verybad,verybad,verybad,agree
210,83726403,18_25,student,male,education,moto,4_7,1.180278703,7,convinient,0,3,0,0,bad,bad,bad,bad,bad,bad,neutral
211,83726619,36_55,state,female,work,moto,4_7,8.338838329,45,other,2,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
212,83726966,26_35,private,male,education,moto,4_7,7.698969213,20,convinient,0,2,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral
213,83727680,26_35,state,female,work,moto,4_7,6.162219089,30,convinient,1,2,0,0,bad,bad,bad,bad,bad,bad,disagree
214,83727985,18_25,student,male,education,moto,4_7,3.051614367,15,convinient,0,1,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
215,83728760,18_25,student,male,education,moto,4_7,4.977412311,15,convinient,0,3,0,0,bad,bad,bad,bad,bad,bad,disagree
216,83729056,18_25,student,male,education,moto,4_7,5.434781382,20,timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
217,83729261,18_25,student,female,education,moto,4_7,4.330257489,15,other,1,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
218,83729373,18_25,student,male,education,moto,4_7,9.02433034,30,other,0,1,0,1,bad,bad,bad,bad,bad,bad,disagree
219,83919777,26_35,private,male,work,moto,4_7,6.090427874,25,other,1,3,0,0,bad,bad,bad,bad,bad,bad,agree
220,83760476,18_25,student,female,education,moto,14_16,0.498041804,5,convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
221,83761242,18_25,student,female,education,walk,4_7,0.168267529,10,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
222,83761958,18_25,state,female,work,walk,4_7,0.302264657,5,convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,good,neutral
223,83762679,18_25,student,female,education,ebike,4_7,1.538861231,15,cost convinient,0,0,2,0,bad,neutral,neutral,neutral,neutral,neutral,disagree
224,83763460,18_25,state,female,work,walk,4_7,0.135306458,5,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
225,83764189,18_25,student,female,education,walk,4_7,0.377945272,15,convinient,0,1,0,0,neutral,neutral,neutral,neutral,good,neutral,neutral
226,83764719,18_25,student,female,education,moto,4_7,4.340393078,25,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
227,83783121,36_55,retired,female,shopping,walk,4_7,0.189758485,4,convinient,0,2,0,2,neutral,neutral,good,good,neutral,neutral,agree
228,83783901,36_55,retired,female,work,moto,4_7,8.096682656,40,convinient,0,3,1,0,good,neutral,verygood,verygood,neutral,neutral,agree
229,83786604,56_75,private,female,work,moto,4_7,3.968009127,20,cost convinient timesaving,0,3,0,0,bad,bad,neutral,neutral,bad,bad,neutral
230,83787355,18_25,student,female,education,walk,4_7,0.333393729,5,convinient,0,1,1,1,bad,bad,neutral,neutral,bad,bad,agree
231,84161043,18_25,private,female,work,walk,1_3,0.148347787,5,convinient timesaving,1,4,0,0,neutral,neutral,neutral,good,neutral,neutral,neutral
232,84160917,36_55,state,male,work,moto,4_7,5.416289201,20,convinient timesaving,0,2,0,0,verybad,verybad,bad,bad,verybad,verybad,agree
233,83792612,18_25,student,female,education,walk,4_7,0.134126516,10,convinient,0,1,0,0,neutral,neutral,good,good,neutral,neutral,disagree
234,83793305,18_25,student,female,leisure,moto,1_3,7.881345986,25,convinient timesaving,1,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
235,84160771,18_25,student,female,visit,walk,1_3,0.756303361,20,convinient timesaving,0,0,0,0,verybad,verybad,verybad,bad,verybad,verybad,disagree
236,83793802,18_25,student,male,visit,moto,1_3,1.497897566,10,convinient timesaving,0,4,0,3,verybad,verybad,bad,bad,verybad,verybad,neutral
237,83794364,26_35,private,male,work,moto,4_7,2.218367399,10,convinient,1,1,0,1,neutral,neutral,neutral,good,neutral,neutral,neutral
238,83794826,26_35,private,female,work,moto,4_7,2.07949707,7,cost convinient,0,2,0,0,good,neutral,good,good,neutral,neutral,neutral
239,83795082,18_25,student,female,work,moto,4_7,2.424182684,10,convinient timesaving,0,1,0,0,neutral,neutral,good,neutral,neutral,neutral,disagree
240,84160599,18_25,student,female,work,moto,1_3,2.88362979,25,convinient timesaving,0,3,0,0,bad,bad,bad,neutral,bad,bad,disagree
241,84160427,18_25,student,female,visit,walk,1_3,0.250530784,5,convinient timesaving,0,0,0,0,bad,bad,bad,neutral,bad,bad,disagree
242,83818874,18_25,student,female,visit,moto,4_7,0.050137372,10,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
243,83819337,18_25,student,male,education,moto,4_7,1.285466273,5,convinient,0,4,0,0,bad,bad,bad,bad,bad,bad,disagree
244,83819739,26_35,private,female,work,moto,8_10,1.119997717,10,other,0,4,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
245,83819835,18_25,student,female,education,moto,4_7,4.305440406,15,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
246,83819967,18_25,student,female,education,moto,4_7,1.83705848,7,convinient,1,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
247,83821103,18_25,student,female,education,walk,4_7,0.217316875,4,cost convinient,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
248,83821239,18_25,student,female,education,walk,4_7,0.884931799,7,other,0,0,0,0,bad,bad,bad,bad,bad,bad,disagree
249,83821548,18_25,student,male,education,moto,4_7,12.95924778,30,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
250,83821693,18_25,student,male,work,bus,4_7,4.340362922,25,cost convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
251,83821748,18_25,student,female,education,walk,4_7,0.896447074,10,other,0,1,0,0,bad,bad,bad,bad,bad,bad,disagree
252,83822010,18_25,student,female,leisure,moto,1_3,1.050881749,10,convinient other,0,5,0,0,bad,bad,bad,bad,bad,bad,disagree
253,83824027,18_25,private,male,work,moto,4_7,6.083934957,20,timesaving,0,1,0,0,neutral,neutral,neutral,good,neutral,neutral,neutral
254,83824977,18_25,student,female,visit,moto,1_3,5.115250444,20,convinient timesaving,0,2,1,0,neutral,neutral,good,good,neutral,neutral,disagree
255,83825521,18_25,student,female,education,moto,4_7,7.816066099,20,convinient timesaving,0,1,0,0,verybad,verybad,neutral,neutral,bad,bad,disagree
256,83825961,18_25,student,female,education,moto,4_7,2.012024786,20,convinient timesaving,0,2,1,0,bad,neutral,neutral,neutral,bad,bad,agree
257,83826453,18_25,student,female,visit,bus,1_3,3.81012134,30,cost convinient,0,0,0,0,neutral,verybad,neutral,neutral,bad,bad,disagree
258,83826607,18_25,student,female,shopping,taxi,1_3,2.000470824,10,convinient,0,2,0,0,neutral,verybad,neutral,neutral,bad,bad,disagree
259,83827100,18_25,student,female,education,moto,4_7,1.786285206,10,convinient,0,4,0,0,bad,bad,neutral,neutral,bad,verybad,disagree
260,83827738,18_25,student,female,visit,moto,1_3,3.17395852,15,convinient timesaving,0,2,1,1,verybad,verybad,bad,bad,verybad,verybad,neutral
261,83828186,18_25,private,female,work,walk,4_7,0.026052367,1,convinient,0,4,1,1,neutral,neutral,verygood,verygood,neutral,neutral,neutral
262,83828499,26_35,private,male,work,moto,4_7,6.288847009,20,convinient other,1,3,0,0,bad,bad,neutral,neutral,bad,bad,neutral
263,83829104,18_25,state,female,leisure,moto,1_3,9.31667483,25,convinient timesaving,0,2,0,0,bad,bad,neutral,neutral,bad,bad,neutral
264,83830247,26_35,private,male,work,moto,4_7,6.555348094,25,timesaving,1,3,0,0,verybad,bad,neutral,neutral,good,verybad,neutral
265,83830557,18_25,student,female,visit,bus,1_3,5.780556731,25,cost convinient,0,3,1,0,bad,bad,bad,neutral,bad,bad,disagree
266,83830748,18_25,student,male,visit,bus,1_3,1.230922822,5,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
267,83919445,18_25,student,male,work,moto,4_7,6.398191508,20,convinient,0,3,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral
268,83833305,26_35,private,male,work,moto,4_7,4.006749189,10,convinient,0,4,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
269,83834032,18_25,student,female,education,bus,4_7,4.272115131,20,cost,0,3,0,0,bad,bad,bad,bad,bad,bad,disagree
270,83834245,18_25,student,male,education,bus,4_7,4.244765145,20,cost convinient,0,2,0,0,bad,bad,bad,bad,bad,bad,neutral
271,83834336,18_25,student,male,education,moto,4_7,4.604994294,20,convinient,0,2,0,0,bad,bad,bad,bad,bad,bad,disagree
272,83834545,18_25,student,female,education,bus,4_7,5.427996074,10,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,neutral
273,83834838,18_25,student,female,education,ebike,4_7,2.025981435,20,other,0,2,1,0,bad,bad,bad,bad,bad,bad,disagree
274,83835169,26_35,private,female,work,moto,4_7,2.806190887,12,convinient,0,2,0,2,bad,bad,bad,bad,bad,bad,agree
275,83835312,18_25,student,female,education,moto,4_7,4.253277541,15,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
276,83835445,18_25,student,female,education,moto,4_7,2.94708147,25,convinient,0,2,0,0,bad,bad,bad,bad,bad,bad,disagree
277,83836131,56_75,retired,female,education,walk,4_7,0.178070598,15,convinient,0,2,0,0,bad,bad,bad,bad,bad,bad,neutral
278,83836775,18_25,student,male,education,bus,4_7,1.069540706,7,other,0,2,0,0,good,good,good,good,good,good,agree
279,83837103,36_55,state,female,work,moto,4_7,1.824182612,10,convinient,0,2,0,0,bad,bad,bad,bad,bad,bad,agree
280,83837718,18_25,student,female,shopping,bus,1_3,2.011272664,15,convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
281,83838424,18_25,student,female,shopping,walk,4_7,0.498498943,10,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
282,83838728,18_25,student,male,shopping,bus,1_3,2.601273749,7,other,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
283,83839154,18_25,student,female,shopping,walk,1_3,1.05477835,10,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
284,83839437,18_25,student,female,shopping,bus,4_7,1.829227477,15,other,0,4,0,0,bad,bad,bad,bad,bad,bad,disagree
285,83846174,18_25,student,female,education,walk,4_7,0.337296526,6,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
286,83846775,18_25,student,female,education,walk,4_7,0.457639403,5,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
287,83848095,18_25,student,female,education,taxi,4_7,6.971630045,20,cost convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
288,83850262,18_25,student,female,education,walk,4_7,0.270221693,10,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
289,83850567,18_25,student,female,shopping,walk,4_7,0.042734363,5,convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
290,83850910,18_25,student,male,education,bus,4_7,2.609034528,15,cost convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
291,83851147,18_25,student,male,shopping,walk,1_3,0.13726681,10,cost convinient,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
292,83851334,18_25,student,female,shopping,bus,4_7,1.632032135,15,other,0,0,0,0,bad,bad,bad,bad,bad,bad,neutral
293,83851526,18_25,student,male,education,moto,4_7,5.948033231,20,cost convinient,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
294,83852460,18_25,student,male,education,moto,4_7,2.450603666,7,convinient,1,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
295,83852963,18_25,student,female,work,bus,4_7,0.964413439,10,convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
296,83853318,18_25,student,male,leisure,moto,4_7,0.768261425,5,convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
297,83853478,18_25,student,female,education,bus,4_7,1.963832478,10,other,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
298,83853715,18_25,student,female,education,walk,4_7,0.471362503,10,other,0,2,2,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
299,83853814,18_25,student,female,leisure,walk,4_7,0.980696639,10,other,0,4,1,0,verybad,verybad,verybad,verybad,verybad,verybad,agree
300,83854013,18_25,student,female,work,bus,4_7,4.501436744,20,other,0,4,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
301,83854910,18_25,student,male,education,bus,4_7,0.740535395,10,other,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
302,83855431,18_25,student,male,visit,bus,4_7,4.985895777,45,other,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
303,84220604,26_35,student,female,leisure,moto,4_7,0.880830502,5,convinient timesaving,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
304,83897515,18_25,student,female,work,bus,4_7,1.07556501,7,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
305,83897695,18_25,student,male,visit,taxi,1_3,9.920585384,25,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,neutral
306,83898164,26_35,private,male,work,moto,4_7,6.885078049,10,convinient timesaving,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
307,83898350,36_55,private,male,work,moto,4_7,8.192472681,40,other,0,2,0,0,bad,bad,bad,bad,bad,bad,neutral
308,83898600,18_25,student,male,education,moto,4_7,0.888626413,10,other,0,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
309,83898813,18_25,student,male,work,moto,4_7,1.455083582,30,other,0,2,0,0,bad,bad,bad,bad,bad,bad,neutral
310,83899193,18_25,student,male,education,moto,4_7,1.603034097,15,other,0,5,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
311,83899459,18_25,student,female,work,moto,4_7,3.826615831,10,other,0,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
312,83899640,18_25,student,female,education,bus,4_7,3.379482128,20,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
313,83899983,26_35,private,male,education,moto,4_7,1.713462829,15,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
314,83918377,18_25,student,male,education,walk,4_7,0.01416789,3,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
315,83918943,18_25,student,female,education,walk,4_7,0.158273473,5,other,0,3,0,0,bad,bad,bad,bad,bad,bad,neutral
316,83920305,18_25,student,male,education,moto,4_7,2.339861165,10,convinient timesaving,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
317,83921543,18_25,student,female,education,walk,4_7,0.443943672,5,other,0,3,1,0,bad,bad,bad,bad,bad,bad,neutral
318,83922536,18_25,student,female,education,moto,4_7,2.564060137,5,other,0,2,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
319,83923502,18_25,state,female,education,walk,4_7,2.149473591,2,other,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
320,83924098,18_25,state,female,education,moto,4_7,4.724508137,30,convinient,0,2,0,0,good,good,good,good,good,good,neutral
321,83924638,18_25,student,female,education,walk,4_7,2.772408096,5,other,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
322,83959287,18_25,student,female,education,bus,4_7,1.697872265,10,other,0,0,0,0,bad,bad,bad,bad,bad,bad,neutral
323,83959931,18_25,student,female,work,moto,4_7,3.24237412,12,other,0,3,0,0,bad,bad,bad,bad,bad,bad,disagree
324,83960608,18_25,student,female,education,moto,4_7,1.980987726,5,other,1,3,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
325,83961387,18_25,student,female,shopping,bus,1_3,2.692362495,10,other,0,1,0,0,bad,bad,bad,bad,bad,bad,agree
326,83961954,56_75,retired,female,shopping,walk,4_7,1.016910901,7,other,0,2,0,0,bad,bad,bad,bad,bad,bad,agree
327,83962424,18_25,student,female,visit,moto,4_7,4.713101244,30,other,0,2,2,1,neutral,neutral,neutral,neutral,neutral,neutral,disagree
328,83963209,18_25,student,female,education,moto,4_7,13.38467459,90,cost convinient timesaving other,0,2,0,0,bad,bad,bad,bad,bad,bad,disagree
329,83963996,18_25,student,female,education,bus,4_7,1.903767237,5,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
330,83964567,18_25,student,male,caring,bus,1_3,11.49134375,60,other,0,2,0,0,bad,bad,bad,bad,bad,bad,agree
331,83965451,18_25,student,female,visit,taxi,4_7,3.413126653,20,other,0,2,0,0,verybad,verybad,verybad,verybad,verybad,verybad,neutral
332,83988534,18_25,student,female,visit,taxi,1_3,3.939319985,10,convinient,0,2,0,0,bad,bad,bad,neutral,bad,bad,neutral
333,83990286,18_25,student,female,leisure,bus,1_3,4.447934486,20,convinient,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
334,83990940,26_35,private,male,work,moto,4_7,2.355856993,10,convinient timesaving,0,4,0,0,neutral,bad,bad,neutral,bad,bad,neutral
335,83992061,26_35,private,female,work,moto,4_7,4.820832813,10,convinient timesaving,0,3,1,0,verybad,verybad,bad,bad,verybad,verybad,disagree
336,83992520,18_25,student,female,leisure,ebike,1_3,2.57238277,10,convinient timesaving,0,0,1,0,verybad,verybad,bad,bad,verybad,verybad,neutral
337,84046648,18_25,student,female,visit,bus,4_7,2.605224979,7,other,0,0,0,0,verybad,verybad,verybad,verybad,verybad,verybad,disagree
